reit_name,document_type,document_name,document_date,source_url,local_cache_path,sha256,downloaded_at,extraction_status,relevant_pages,notes
미래에셋글로벌리츠,official_website,공식 홈페이지,,https://www.globalreit.miraeasset.com,.cache\v15\source_documents\6045e01ec67d5596cf9706817620cd7f6b837d0518ca31b865c8ebab33d10ab6.html,76fbfa92f9c49efe4062384621dd232b8b044e10c899f1a4ea38b030cc9c0eaa,2026-07-15T05:48:25.165261+00:00,cached_official_source,HTML,공식 홈페이지에서 직접 연결된 PDF 0건 식별
미래에셋글로벌리츠,dart_filings,DART 정기공시·투자보고서,,https://dart.fss.or.kr/,,,2026-07-15T05:48:25.165384+00:00,manual_review_required,,DART 고유번호 미확인으로 문서 목록 자동 수집 보류
미래에셋맵스리츠,official_website,공식 홈페이지,,https://www.maps1reit.miraeasset.com,.cache\v15\source_documents\f9d8b0e4a08ad35d5fe91788ae5ae3229801175c55a792db29148a474b5ed3c1.html,764d76d0f79aee5b462feb4042496a9ad517092f97175079fffeda0a0173b93e,2026-07-15T05:48:25.206589+00:00,cached_official_source,HTML,공식 홈페이지에서 직접 연결된 PDF 0건 식별
미래에셋맵스리츠,dart_filings,DART 정기공시·투자보고서,,https://dart.fss.or.kr/,,,2026-07-15T05:48:25.206708+00:00,manual_review_required,,DART 고유번호 미확인으로 문서 목록 자동 수집 보류
신한글로벌액티브리츠,official_website,공식 홈페이지,,https://shglobalreit.com/main/main.php,.cache\v15\source_documents\d06a9d388f7c50ede2f03099290e2acbc73c04a029af5cff4ece834a3becac24.html,ed5cbd137927704d59c8e25dfb00a4f7a3449bd398b411b6591a4cf3bcb6b01c,2026-07-15T05:48:25.292575+00:00,cached_official_source,HTML,공식 홈페이지에서 직접 연결된 PDF 0건 식별
신한글로벌액티브리츠,dart_filings,DART 정기공시·투자보고서,,https://dart.fss.or.kr/,,,2026-07-15T05:48:25.292660+00:00,manual_review_required,,DART 고유번호 미확인으로 문서 목록 자동 수집 보류
케이탑리츠,official_website,공식 홈페이지,,https://www.ktopreits.co.kr,.cache\v15\source_documents\2f5485dab1046e12abc440c2d6cbc2ed85bb24aed3710a98eb60a6c5468e7661.html,089bf2c644837dd196420f73d35cd4d446c380a35f0361e6d954b159f3f3e004,2026-07-15T05:48:25.311171+00:00,cached_official_source,HTML,공식 홈페이지에서 직접 연결된 PDF 0건 식별
케이탑리츠,dart_filings,DART 정기공시·투자보고서,,https://dart.fss.or.kr/,,,2026-07-15T05:48:25.311248+00:00,manual_review_required,,DART 고유번호 미확인으로 문서 목록 자동 수집 보류
마스턴프리미어리츠,official_website,공식 홈페이지,,http://www.masternpremier.com,.cache\v15\source_documents\91383c7acf88a0ce07c4b9cc6a4fce66a83c4107e6680f56a6814c8090851b98.html,1dc9b1088995b39f820cb114baea23972446f2be65c76029738ada64c009022d,2026-07-15T05:48:25.365289+00:00,cached_official_source,HTML,공식 홈페이지에서 직접 연결된 PDF 0건 식별
마스턴프리미어리츠,dart_filings,DART 정기공시·투자보고서,,https://dart.fss.or.kr/,,,2026-07-15T05:48:25.365388+00:00,manual_review_required,,DART 고유번호 미확인으로 문서 목록 자동 수집 보류
